# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_000686305.1	PRJNA224116	SAMN02744565	AUUJ00000000.1	na	1365656	197	Campylobacter jejuni 30318	strain=30318		latest	Scaffold	Major	Full	2014/05/08	Assembly 1	University of Exeter	GCA_000686305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/686/305/GCF_000686305.1_Assembly_1		
GCF_000686325.1	PRJNA224116	SAMN02744564	AUUK00000000.1	na	1367443	197	Campylobacter jejuni Cj5	strain=Cj5		latest	Scaffold	Major	Full	2014/05/08	Assembly 1	University of Exeter	GCA_000686325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/686/325/GCF_000686325.1_Assembly_1		
GCF_000686345.1	PRJNA224116	SAMN02744557	AUUL00000000.1	na	1365657	197	Campylobacter jejuni Cj1	strain=Cj1		latest	Scaffold	Major	Full	2014/05/08	Assembly 1	University of Exeter	GCA_000686345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/686/345/GCF_000686345.1_Assembly_1		
GCF_000686365.1	PRJNA224116	SAMN02744566	AUUM00000000.1	na	1365659	197	Campylobacter jejuni Cj2	strain=Cj2		latest	Scaffold	Major	Full	2014/05/08	Assembly 1	University of Exeter	GCA_000686365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/686/365/GCF_000686365.1_Assembly_1		
GCF_000686385.1	PRJNA224116	SAMN02744559	AUUN00000000.1	na	1365660	197	Campylobacter jejuni Cj3	strain=Cj3		latest	Scaffold	Major	Full	2014/05/08	Assembly 1	University of Exeter	GCA_000686385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/686/385/GCF_000686385.1_Assembly_1		
GCF_000686405.1	PRJNA224116	SAMN02744563	AUUO00000000.1	na	1365661	197	Campylobacter jejuni K1	strain=k1		latest	Scaffold	Major	Full	2014/05/08	Assembly 1	University of Exeter	GCA_000686405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/686/405/GCF_000686405.1_Assembly_1		
GCF_000686445.1	PRJNA224116	SAMN02744560	AUUQ00000000.1	na	1365654	197	Campylobacter jejuni 20176	strain=20176		latest	Scaffold	Major	Full	2014/05/08	Assembly 1	university of exeter	GCA_000686445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/686/445/GCF_000686445.1_Assembly_1		
GCF_000835285.1	PRJNA224116	SAMN03216760		na	32022	197	Campylobacter jejuni subsp. jejuni	strain=00-1597		latest	Complete Genome	Major	Full	2015/02/10	ASM83528v1	Public Health Agency of Canada	GCA_000835285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/835/285/GCF_000835285.1_ASM83528v1		
GCF_000835305.1	PRJNA224116	SAMN03216761		na	32022	197	Campylobacter jejuni subsp. jejuni	strain=00-6200		latest	Complete Genome	Major	Full	2015/02/10	ASM83530v1	Public Health Agency of Canada	GCA_000835305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/835/305/GCF_000835305.1_ASM83530v1		
GCF_000835345.1	PRJNA224116	SAMN03216762		na	32022	197	Campylobacter jejuni subsp. jejuni	strain=01-1512		latest	Complete Genome	Major	Full	2015/02/10	ASM83534v1	Public Health Agency of Canada	GCA_000835345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/835/345/GCF_000835345.1_ASM83534v1		
GCF_000835365.1	PRJNA224116	SAMN03216759		na	32022	197	Campylobacter jejuni subsp. jejuni	strain=00-0949		latest	Complete Genome	Major	Full	2015/02/10	ASM83536v1	Public Health Agency of Canada	GCA_000835365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/835/365/GCF_000835365.1_ASM83536v1		
GCF_001223585.1	PRJNA224116	SAMEA1401531	CUTT00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6579		latest	Contig	Major	Full	2015/08/03	7213_3#36	SC	GCA_001223585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/223/585/GCF_001223585.1_7213_3_36		
GCF_001223725.1	PRJNA224116	SAMEA1010445	CULG00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6346		latest	Contig	Major	Full	2015/08/03	7038_3#96	SC	GCA_001223725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/223/725/GCF_001223725.1_7038_3_96		
GCF_001223745.1	PRJNA224116	SAMEA1401174	CUTD00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6564		latest	Contig	Major	Full	2015/08/03	7213_3#21	SC	GCA_001223745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/223/745/GCF_001223745.1_7213_3_21		
GCF_001223765.1	PRJNA224116	SAMEA1010660	CUSR00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6543		latest	Contig	Major	Full	2015/08/03	7092_1#96	SC	GCA_001223765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/223/765/GCF_001223765.1_7092_1_96		
GCF_001223845.1	PRJNA224116	SAMEA1401320	CUTB00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6545		latest	Contig	Major	Full	2015/08/03	7213_3#2	SC	GCA_001223845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/223/845/GCF_001223845.1_7213_3_2		
GCF_001223885.1	PRJNA224116	SAMEA1010334	CUNK00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6408		latest	Contig	Major	Full	2015/08/03	7065_7#60	SC	GCA_001223885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/223/885/GCF_001223885.1_7065_7_60		
GCF_001223925.1	PRJNA224116	SAMEA1010539	CURY00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6527		latest	Contig	Major	Full	2015/08/03	7092_1#80	SC	GCA_001223925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/223/925/GCF_001223925.1_7092_1_80		
GCF_001224005.1	PRJNA224116	SAMEA1010461	CUJN00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6305		latest	Contig	Major	Full	2015/08/03	7038_3#55	SC	GCA_001224005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/224/005/GCF_001224005.1_7038_3_55		
GCF_001224025.1	PRJNA224116	SAMEA1010514	CUMQ00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6387		latest	Contig	Major	Full	2015/08/03	7065_7#41	SC	GCA_001224025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/224/025/GCF_001224025.1_7065_7_41		
GCF_001224105.1	PRJNA224116	SAMEA1010388	CURR00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6521		latest	Scaffold	Major	Full	2015/08/03	7092_1#74	SC	GCA_001224105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/224/105/GCF_001224105.1_7092_1_74		
GCF_001224125.1	PRJNA224116	SAMEA1010640	CUKN00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6329		latest	Scaffold	Major	Full	2015/08/03	7038_3#79	SC	GCA_001224125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/224/125/GCF_001224125.1_7038_3_79		
GCF_001224205.1	PRJNA224116	SAMEA1010416	CUHT00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6262		latest	Contig	Major	Full	2015/08/03	7038_3#13	SC	GCA_001224205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/224/205/GCF_001224205.1_7038_3_13		
GCF_001224265.1	PRJNA224116	SAMEA1010363	CUHX00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6266		latest	Contig	Major	Full	2015/08/03	7038_3#17	SC	GCA_001224265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/224/265/GCF_001224265.1_7038_3_17		
GCF_001224325.1	PRJNA224116	SAMEA1401076	CUUJ00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6596		latest	Contig	Major	Full	2015/08/03	7213_3#53	SC	GCA_001224325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/224/325/GCF_001224325.1_7213_3_53		
GCF_001224345.1	PRJNA224116	SAMEA1010372	CUIL00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6252		latest	Contig	Major	Full	2015/08/03	7038_3#3	SC	GCA_001224345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/224/345/GCF_001224345.1_7038_3_3		
GCF_001224385.1	PRJNA224116	SAMEA1401208	CUUU00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6609		latest	Contig	Major	Full	2015/08/03	7213_3#65	SC	GCA_001224385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/224/385/GCF_001224385.1_7213_3_65		
GCF_001224405.1	PRJNA224116	SAMEA1010354	CURQ00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6519		latest	Scaffold	Major	Full	2015/08/03	7092_1#72	SC	GCA_001224405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/224/405/GCF_001224405.1_7092_1_72		
GCF_001224465.1	PRJNA224116	SAMEA1010643	CUJI00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6300		latest	Contig	Major	Full	2015/08/03	7038_3#50	SC	GCA_001224465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/224/465/GCF_001224465.1_7038_3_50		
GCF_001224485.1	PRJNA224116	SAMEA1400845	CUVG00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6622		latest	Contig	Major	Full	2015/08/03	7213_3#77	SC	GCA_001224485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/224/485/GCF_001224485.1_7213_3_77		
GCF_001224585.1	PRJNA224116	SAMEA1010623	CUKM00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6328		latest	Contig	Major	Full	2015/08/03	7038_3#78	SC	GCA_001224585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/224/585/GCF_001224585.1_7038_3_78		
GCF_001224625.1	PRJNA224116	SAMEA1400912	CUWA00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6640		latest	Contig	Major	Full	2015/08/03	7213_3#95	SC	GCA_001224625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/224/625/GCF_001224625.1_7213_3_95		
GCF_001224665.1	PRJNA224116	SAMEA1010392	CUIK00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6278		latest	Contig	Major	Full	2015/08/03	7038_3#29	SC	GCA_001224665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/224/665/GCF_001224665.1_7038_3_29		
GCF_001224805.1	PRJNA224116	SAMEA1401475	CUSQ00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6554		latest	Contig	Major	Full	2015/08/03	7213_3#11	SC	GCA_001224805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/224/805/GCF_001224805.1_7213_3_11		
GCF_001224845.1	PRJNA224116	SAMEA1010261	CUIU00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6287		latest	Contig	Major	Full	2015/08/03	7038_3#37	SC	GCA_001224845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/224/845/GCF_001224845.1_7038_3_37		
GCF_001224865.1	PRJNA224116	SAMEA1010548	CUKT00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6334		latest	Contig	Major	Full	2015/08/03	7038_3#84	SC	GCA_001224865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/224/865/GCF_001224865.1_7038_3_84		
GCF_001224905.1	PRJNA224116	SAMEA1010421	CULI00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6356		latest	Contig	Major	Full	2015/08/03	7065_7#10	SC	GCA_001224905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/224/905/GCF_001224905.1_7065_7_10		
GCF_001224965.1	PRJNA224116	SAMEA1400913	CUUL00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6598		latest	Contig	Major	Full	2015/08/03	7213_3#55	SC	GCA_001224965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/224/965/GCF_001224965.1_7213_3_55		
GCF_001224985.1	PRJNA224116	SAMEA1401621	CUTY00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6583		latest	Contig	Major	Full	2015/08/03	7213_3#40	SC	GCA_001224985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/224/985/GCF_001224985.1_7213_3_40		
GCF_001225005.1	PRJNA224116	SAMEA1010301	CUQR00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6497		latest	Contig	Major	Full	2015/08/03	7092_1#50	SC	GCA_001225005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/225/005/GCF_001225005.1_7092_1_50		
GCF_001225025.1	PRJNA224116	SAMEA1400828	CUVO00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6628		latest	Contig	Major	Full	2015/08/03	7213_3#83	SC	GCA_001225025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/225/025/GCF_001225025.1_7213_3_83		
GCF_001225045.1	PRJNA224116	SAMEA1010456	CULF00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6345		latest	Contig	Major	Full	2015/08/03	7038_3#95	SC	GCA_001225045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/225/045/GCF_001225045.1_7038_3_95		
GCF_001225065.1	PRJNA224116	SAMEA1010414	CULK00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6358		latest	Contig	Major	Full	2015/08/03	7065_7#12	SC	GCA_001225065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/225/065/GCF_001225065.1_7065_7_12		
GCF_001225105.1	PRJNA224116	SAMEA1010426	CUSD00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6532		latest	Contig	Major	Full	2015/08/03	7092_1#85	SC	GCA_001225105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/225/105/GCF_001225105.1_7092_1_85		
GCF_001225165.1	PRJNA224116	SAMEA1010322	CUQP00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6496		latest	Contig	Major	Full	2015/08/03	7092_1#49	SC	GCA_001225165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/225/165/GCF_001225165.1_7092_1_49		
GCF_001225185.1	PRJNA224116	SAMEA1010552	CUJC00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6295		latest	Scaffold	Major	Full	2015/08/03	7038_3#45	SC	GCA_001225185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/225/185/GCF_001225185.1_7038_3_45		
GCF_001225205.1	PRJNA224116	SAMEA1010360	CUOO00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6436		latest	Contig	Major	Full	2015/08/03	7065_7#88	SC	GCA_001225205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/225/205/GCF_001225205.1_7065_7_88		
GCF_001225265.1	PRJNA224116	SAMEA1010543	CUQT00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6498		latest	Contig	Major	Full	2015/08/03	7092_1#51	SC	GCA_001225265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/225/265/GCF_001225265.1_7092_1_51		
GCF_001225325.1	PRJNA224116	SAMEA1010355	CUHW00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6265		latest	Contig	Major	Full	2015/08/03	7038_3#16	SC	GCA_001225325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/225/325/GCF_001225325.1_7038_3_16		
GCF_001225345.1	PRJNA224116	SAMEA1400811	CUVM00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6626		latest	Contig	Major	Full	2015/08/03	7213_3#81	SC	GCA_001225345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/225/345/GCF_001225345.1_7213_3_81		
GCF_001225385.1	PRJNA224116	SAMEA1010400	CUHR00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6260		latest	Contig	Major	Full	2015/08/03	7038_3#11	SC	GCA_001225385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/225/385/GCF_001225385.1_7038_3_11		
GCF_001225405.1	PRJNA224116	SAMEA1401580	CUVT00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6633		latest	Contig	Major	Full	2015/08/03	7213_3#88	SC	GCA_001225405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/225/405/GCF_001225405.1_7213_3_88		
GCF_001225425.1	PRJNA224116	SAMEA1010598	CUMW00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6391		latest	Scaffold	Major	Full	2015/08/03	7065_7#45	SC	GCA_001225425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/225/425/GCF_001225425.1_7065_7_45		
GCF_001225465.1	PRJNA224116	SAMEA1010563	CUKC00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6319		latest	Contig	Major	Full	2015/08/03	7038_3#69	SC	GCA_001225465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/225/465/GCF_001225465.1_7038_3_69		
GCF_001225565.1	PRJNA224116	SAMEA1010316	CUMF00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6377		latest	Contig	Major	Full	2015/08/03	7065_7#31	SC	GCA_001225565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/225/565/GCF_001225565.1_7065_7_31		
GCF_001225645.1	PRJNA224116	SAMEA1401011	CUTF00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6566		latest	Contig	Major	Full	2015/08/03	7213_3#23	SC	GCA_001225645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/225/645/GCF_001225645.1_7213_3_23		
GCF_001225685.1	PRJNA224116	SAMEA1010458	CURA00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6453		latest	Contig	Major	Full	2015/08/03	7092_1#6	SC	GCA_001225685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/225/685/GCF_001225685.1_7092_1_6		
GCF_001225745.1	PRJNA224116	SAMEA1010451	CURF00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6509		latest	Contig	Major	Full	2015/08/03	7092_1#62	SC	GCA_001225745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/225/745/GCF_001225745.1_7092_1_62		
GCF_001225785.1	PRJNA224116	SAMEA1010615	CUNZ00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6421		latest	Contig	Major	Full	2015/08/03	7065_7#73	SC	GCA_001225785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/225/785/GCF_001225785.1_7065_7_73		
GCF_001225805.1	PRJNA224116	SAMEA1010534	CUJH00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6254		latest	Contig	Major	Full	2015/08/03	7038_3#5	SC	GCA_001225805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/225/805/GCF_001225805.1_7038_3_5		
GCF_001225845.1	PRJNA224116	SAMEA1010475	CUJO00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6306		latest	Contig	Major	Full	2015/08/03	7038_3#56	SC	GCA_001225845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/225/845/GCF_001225845.1_7038_3_56		
GCF_001225885.1	PRJNA224116	SAMEA1010448	CURD00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6508		latest	Contig	Major	Full	2015/08/03	7092_1#61	SC	GCA_001225885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/225/885/GCF_001225885.1_7092_1_61		
GCF_001225925.1	PRJNA224116	SAMEA1010357	CURP00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6520		latest	Contig	Major	Full	2015/08/03	7092_1#73	SC	GCA_001225925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/225/925/GCF_001225925.1_7092_1_73		
GCF_001226005.1	PRJNA224116	SAMEA1010653	CUJK00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6302		latest	Contig	Major	Full	2015/08/03	7038_3#52	SC	GCA_001226005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/226/005/GCF_001226005.1_7038_3_52		
GCF_001226025.1	PRJNA224116	SAMEA1010310	CUKE00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6320		latest	Contig	Major	Full	2015/08/03	7038_3#70	SC	GCA_001226025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/226/025/GCF_001226025.1_7038_3_70		
GCF_001226045.1	PRJNA224116	SAMEA1010533	CUKS00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6333		latest	Contig	Major	Full	2015/08/03	7038_3#83	SC	GCA_001226045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/226/045/GCF_001226045.1_7038_3_83		
GCF_001226065.1	PRJNA224116	SAMEA1010279	CULT00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6366		latest	Contig	Major	Full	2015/08/03	7065_7#20	SC	GCA_001226065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/226/065/GCF_001226065.1_7065_7_20		
GCF_001226085.1	PRJNA224116	SAMEA1010256	CUSA00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6529		latest	Scaffold	Major	Full	2015/08/03	7092_1#82	SC	GCA_001226085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/226/085/GCF_001226085.1_7092_1_82		
GCF_001226145.1	PRJNA224116	SAMEA1010583	CUNR00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6414		latest	Contig	Major	Full	2015/08/03	7065_7#66	SC	GCA_001226145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/226/145/GCF_001226145.1_7065_7_66		
GCF_001226225.1	PRJNA224116	SAMEA1401127	CUVF00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6620		latest	Contig	Major	Full	2015/08/03	7213_3#75	SC	GCA_001226225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/226/225/GCF_001226225.1_7213_3_75		
GCF_001226245.1	PRJNA224116	SAMEA1010293	CUIV00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6289		latest	Contig	Major	Full	2015/08/03	7038_3#39	SC	GCA_001226245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/226/245/GCF_001226245.1_7038_3_39		
GCF_001226345.1	PRJNA224116	SAMEA1401365	CUVA00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6614		latest	Contig	Major	Full	2015/08/03	7213_3#70	SC	GCA_001226345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/226/345/GCF_001226345.1_7213_3_70		
GCF_001226385.1	PRJNA224116	SAMEA1010485	CUJP00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6307		latest	Contig	Major	Full	2015/08/03	7038_3#57	SC	GCA_001226385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/226/385/GCF_001226385.1_7038_3_57		
GCF_001226425.1	PRJNA224116	SAMEA1010621	CUNU00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6417		latest	Contig	Major	Full	2015/08/03	7065_7#69	SC	GCA_001226425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/226/425/GCF_001226425.1_7065_7_69		
GCF_001226485.1	PRJNA224116	SAMEA1010596	CUSK00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6538		latest	Contig	Major	Full	2015/08/03	7092_1#91	SC	GCA_001226485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/226/485/GCF_001226485.1_7092_1_91		
GCF_001226545.1	PRJNA224116	SAMEA1010374	CUSH00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6536		latest	Contig	Major	Full	2015/08/03	7092_1#89	SC	GCA_001226545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/226/545/GCF_001226545.1_7092_1_89		
GCF_001226665.1	PRJNA224116	SAMEA1010432	CUOR00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6355		latest	Contig	Major	Full	2015/08/03	7065_7#9	SC	GCA_001226665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/226/665/GCF_001226665.1_7065_7_9		
GCF_001226745.1	PRJNA224116	SAMEA1010502	CUKO00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6257		latest	Contig	Major	Full	2015/08/03	7038_3#8	SC	GCA_001226745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/226/745/GCF_001226745.1_7038_3_8		
GCF_001226825.1	PRJNA224116	SAMEA1010498	CUOX00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6446		latest	Contig	Major	Full	2015/08/03	7065_7#96	SC	GCA_001226825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/226/825/GCF_001226825.1_7065_7_96		
GCF_001226845.1	PRJNA224116	SAMEA1401608	CUTW00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6582		latest	Contig	Major	Full	2015/08/03	7213_3#39	SC	GCA_001226845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/226/845/GCF_001226845.1_7213_3_39		
GCF_001226945.1	PRJNA224116	SAMEA1401672	CUTO00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6574		latest	Scaffold	Major	Full	2015/08/03	7213_3#31	SC	GCA_001226945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/226/945/GCF_001226945.1_7213_3_31		
GCF_001227065.1	PRJNA224116	SAMEA1401650	CUTN00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6573		latest	Contig	Major	Full	2015/08/03	7213_3#30	SC	GCA_001227065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/227/065/GCF_001227065.1_7213_3_30		
GCF_001227125.1	PRJNA224116	SAMEA1010443	CULB00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6341		latest	Contig	Major	Full	2015/08/03	7038_3#91	SC	GCA_001227125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/227/125/GCF_001227125.1_7038_3_91		
GCF_001227265.1	PRJNA224116	SAMEA1010410	CUPW00000000.1	na	197	197	Campylobacter jejuni	strain=OXC6478		latest	Contig	Major	Full	2015/08/03	7092_1#31	SC	GCA_001227265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/227/265/GCF_001227265.1_7092_1_31		
